sentence,answer
"Sandra is married to Bryan , and Jay is married to Claire . So Bryan is the partner of [MASK] .",Sandra
"Christopher is married to Dawn , and Nova is married to Grant . So Dawn is the partner of [MASK] .",Christopher
"Donald is married to Harrison , and Joe is married to Samantha . So Harrison is the partner of [MASK] .",Donald
"Sophie is married to Jordan , and Jordan is married to Linda . So Jordan is the partner of [MASK] .",Sophie
"Elise is married to Jenna , and Lauren is married to Kenneth . So Jenna is the partner of [MASK] .",Elise
"Philip is married to Amanda , and Cody is married to Bradley . So Amanda is the partner of [MASK] .",Philip
"Joshua is married to Janet , and Harper is married to Victoria . So Janet is the partner of [MASK] .",Joshua
"Frances is married to Paula , and Elaine is married to Catherine . So Paula is the partner of [MASK] .",Frances
"Denise is married to Fraser , and Ian is married to Alex . So Fraser is the partner of [MASK] .",Denise
"Lucy is married to Kevin , and Heather is married to Theo . So Kevin is the partner of [MASK] .",Lucy
"Brandon is married to Gary , and Kevin is married to Douglas . So Gary is the partner of [MASK] .",Brandon
"Maria is married to Taylor , and Lena is married to Morgan . So Taylor is the partner of [MASK] .",Maria
"Lilly is married to Ellen , and Ann is married to Allison . So Ellen is the partner of [MASK] .",Lilly
"Ellis is married to Noah , and Linda is married to Brian . So Noah is the partner of [MASK] .",Ellis
"Simon is married to Richard , and Emma is married to Kathryn . So Richard is the partner of [MASK] .",Simon
"Brian is married to Margaret , and Ellie is married to Theodore . So Margaret is the partner of [MASK] .",Brian
"Peter is married to Ruby , and Georgia is married to Megan . So Ruby is the partner of [MASK] .",Peter
"Cameron is married to Murray , and Charlie is married to Evan . So Murray is the partner of [MASK] .",Cameron
"Taylor is married to Amelia , and Marie is married to Claire . So Amelia is the partner of [MASK] .",Taylor
"John is married to Audrey , and George is married to Melissa . So Audrey is the partner of [MASK] .",John
"Shannon is married to Richard , and Tracy is married to Ethan . So Richard is the partner of [MASK] .",Shannon
"Sophia is married to Allan , and Charlotte is married to Anthony . So Allan is the partner of [MASK] .",Sophia
"Gareth is married to Kimberly , and Heather is married to Mohammed . So Kimberly is the partner of [MASK] .",Gareth
"Kris is married to Teddy , and Lucy is married to Gareth . So Teddy is the partner of [MASK] .",Kris
"Alex is married to Fiona , and Morgan is married to Joey . So Fiona is the partner of [MASK] .",Alex
"Carly is married to Nathan , and Melanie is married to Deborah . So Nathan is the partner of [MASK] .",Carly
"Joe is married to Heather , and Bailey is married to Michael . So Heather is the partner of [MASK] .",Joe
"Harris is married to Maria , and Shaun is married to Jade . So Maria is the partner of [MASK] .",Harris
"Mary is married to Sophia , and Lee is married to Thomas . So Sophia is the partner of [MASK] .",Mary
"Joey is married to Dean , and Kerry is married to Jordan . So Dean is the partner of [MASK] .",Joey
"Nikki is married to Ann , and Tyler is married to Deborah . So Ann is the partner of [MASK] .",Nikki
"Kate is married to Alexandra , and Timothy is married to Carrie . So Alexandra is the partner of [MASK] .",Kate
"Eden is married to Deborah , and Claire is married to Francis . So Deborah is the partner of [MASK] .",Eden
"Frankie is married to Harris , and Scarlett is married to Erin . So Harris is the partner of [MASK] .",Frankie
"Calvin is married to Amy , and Clare is married to Sean . So Amy is the partner of [MASK] .",Calvin
"Angela is married to Bella , and Jack is married to James . So Bella is the partner of [MASK] .",Angela
"James is married to John , and Kai is married to Corey . So John is the partner of [MASK] .",James
"Robbie is married to Mason , and Archie is married to Wendy . So Mason is the partner of [MASK] .",Robbie
"Ruby is married to Taylor , and Chelsea is married to Katherine . So Taylor is the partner of [MASK] .",Ruby
"Sara is married to Patricia , and Lisa is married to Tyler . So Patricia is the partner of [MASK] .",Sara
"Caroline is married to Jordan , and Debbie is married to Joseph . So Jordan is the partner of [MASK] .",Caroline
"Elizabeth is married to Natalie , and Hunter is married to Brooke . So Natalie is the partner of [MASK] .",Elizabeth
"Greg is married to Anthony , and Tommy is married to Donna . So Anthony is the partner of [MASK] .",Greg
"Alan is married to Nicola , and Caroline is married to Audrey . So Nicola is the partner of [MASK] .",Alan
"Piper is married to Jamie , and Robbie is married to Denise . So Jamie is the partner of [MASK] .",Piper
"Blake is married to Sam , and Michelle is married to Mason . So Sam is the partner of [MASK] .",Blake
"Lindsay is married to Chelsea , and Kerry is married to Lee . So Chelsea is the partner of [MASK] .",Lindsay
"Elizabeth is married to Mitchell , and Beth is married to Andrea . So Mitchell is the partner of [MASK] .",Elizabeth
"Emma is married to Harper , and Kim is married to Kara . So Harper is the partner of [MASK] .",Emma
"Shannon is married to Mary , and Ben is married to Abby . So Mary is the partner of [MASK] .",Shannon
"Sharon is married to Hanna , and Hannah is married to Simon . So Hanna is the partner of [MASK] .",Sharon
"Jake is married to Lara , and Caleb is married to Bailey . So Lara is the partner of [MASK] .",Jake
"Theo is married to Natalie , and Paige is married to Judith . So Natalie is the partner of [MASK] .",Theo
"Matthew is married to Adrian , and Kate is married to Abby . So Adrian is the partner of [MASK] .",Matthew
"Jon is married to Courtney , and Jonathan is married to Taylor . So Courtney is the partner of [MASK] .",Jon
"Zac is married to Lewis , and Eden is married to Amber . So Lewis is the partner of [MASK] .",Zac
"Clara is married to Connor , and Suzanne is married to Rory . So Connor is the partner of [MASK] .",Clara
"Theo is married to Joshua , and Jordan is married to Keith . So Joshua is the partner of [MASK] .",Theo
"Charlotte is married to Mark , and Elise is married to Ronald . So Mark is the partner of [MASK] .",Charlotte
"Darren is married to Jill , and Calvin is married to Matthew . So Jill is the partner of [MASK] .",Darren
"Rose is married to Dawn , and Kim is married to Chelsea . So Dawn is the partner of [MASK] .",Rose
"Kim is married to Chloe , and Valerie is married to Joey . So Chloe is the partner of [MASK] .",Kim
"Marc is married to Alex , and Erin is married to Lauren . So Alex is the partner of [MASK] .",Marc
"Danielle is married to Stephanie , and Henry is married to Ada . So Stephanie is the partner of [MASK] .",Danielle
"Owen is married to Taylor , and Kate is married to Jill . So Taylor is the partner of [MASK] .",Owen
"Nicola is married to Robbie , and Janet is married to Lucy . So Robbie is the partner of [MASK] .",Nicola
"Archie is married to Helen , and Pamela is married to Carolyn . So Helen is the partner of [MASK] .",Archie
"Violet is married to Sean , and Steven is married to Colin . So Sean is the partner of [MASK] .",Violet
"Rebecca is married to Ruby , and Diane is married to Matthew . So Ruby is the partner of [MASK] .",Rebecca
"Derek is married to Heidi , and Jamie is married to Colin . So Heidi is the partner of [MASK] .",Derek
"Katie is married to Muhammad , and Leo is married to Theodore . So Muhammad is the partner of [MASK] .",Katie
"Jay is married to Natasha , and Oscar is married to Margaret . So Natasha is the partner of [MASK] .",Jay
"Jordan is married to Georgia , and Allan is married to James . So Georgia is the partner of [MASK] .",Jordan
"Hannah is married to Clare , and Leo is married to Jacob . So Clare is the partner of [MASK] .",Hannah
"Alison is married to Piper , and Joe is married to Teddy . So Piper is the partner of [MASK] .",Alison
"Stewart is married to Fraser , and Taylor is married to Casey . So Fraser is the partner of [MASK] .",Stewart
"Melissa is married to Ellis , and Anne is married to Stewart . So Ellis is the partner of [MASK] .",Melissa
"Andrea is married to Nicholas , and Cheryl is married to Jamie . So Nicholas is the partner of [MASK] .",Andrea
"Joey is married to Sam , and Lee is married to Charles . So Sam is the partner of [MASK] .",Joey
"Tyler is married to Louie , and Heather is married to Ian . So Louie is the partner of [MASK] .",Tyler
"Ann is married to Campbell , and Alexander is married to Samuel . So Campbell is the partner of [MASK] .",Ann
"Henry is married to Justin , and Sharon is married to Mia . So Justin is the partner of [MASK] .",Henry
"Lisa is married to Lauren , and Robin is married to Alexander . So Lauren is the partner of [MASK] .",Lisa
"Robbie is married to Marcus , and Hugh is married to Kris . So Marcus is the partner of [MASK] .",Robbie
"Christopher is married to Blake , and Mia is married to Jake . So Blake is the partner of [MASK] .",Christopher
"Josh is married to Paula , and Hope is married to Derek . So Paula is the partner of [MASK] .",Josh
"Naomi is married to Frank , and Teddy is married to Calvin . So Frank is the partner of [MASK] .",Naomi
"Mason is married to Cole , and Tyler is married to Kimberly . So Cole is the partner of [MASK] .",Mason
"Lisa is married to Judith , and Ian is married to Lee . So Judith is the partner of [MASK] .",Lisa
"Owen is married to Elaine , and Audrey is married to Cooper . So Elaine is the partner of [MASK] .",Owen
"Russell is married to Ellie , and Henry is married to Ben . So Ellie is the partner of [MASK] .",Russell
"Justin is married to Graham , and John is married to George . So Graham is the partner of [MASK] .",Justin
"Charlie is married to Sharon , and Abby is married to Jordan . So Sharon is the partner of [MASK] .",Charlie
"Angela is married to Audrey , and Lena is married to Joe . So Audrey is the partner of [MASK] .",Angela
"Sarah is married to Nicole , and Christine is married to David . So Nicole is the partner of [MASK] .",Sarah
"Ronald is married to George , and Eve is married to Judith . So George is the partner of [MASK] .",Ronald
"Lucy is married to Liam , and Rebecca is married to Jon . So Liam is the partner of [MASK] .",Lucy
"Zac is married to Arthur , and Gavin is married to Jessica . So Arthur is the partner of [MASK] .",Zac
"Ronald is married to Casey , and Karen is married to Caroline . So Casey is the partner of [MASK] .",Ronald
"Bonnie is married to Nikki , and Shannon is married to Mohammed . So Nikki is the partner of [MASK] .",Bonnie
"Ross is married to Owen , and Nicole is married to Ben . So Owen is the partner of [MASK] .",Ross
"Mitchell is married to Kelly , and Jenna is married to Faith . So Kelly is the partner of [MASK] .",Mitchell
"David is married to Zoe , and Alex is married to Wayne . So Zoe is the partner of [MASK] .",David
"Simon is married to Heidi , and Brooke is married to Valerie . So Heidi is the partner of [MASK] .",Simon
"Allan is married to Frank , and Jason is married to Paula . So Frank is the partner of [MASK] .",Allan
"Chloe is married to Alice , and Russell is married to Violet . So Alice is the partner of [MASK] .",Chloe
"Jennifer is married to Alex , and Courtney is married to Norman . So Alex is the partner of [MASK] .",Jennifer
"Emma is married to Connor , and Kim is married to Adam . So Connor is the partner of [MASK] .",Emma
"Shirley is married to Jackson , and Bailey is married to Michael . So Jackson is the partner of [MASK] .",Shirley
"Julia is married to Amanda , and Jennifer is married to Michelle . So Amanda is the partner of [MASK] .",Julia
"Donna is married to Corey , and Owen is married to Katie . So Corey is the partner of [MASK] .",Donna
"Carly is married to Kate , and Stephen is married to Norman . So Kate is the partner of [MASK] .",Carly
"Carson is married to Marion , and Marcus is married to Sharon . So Marion is the partner of [MASK] .",Carson
"Tracy is married to Sean , and Ian is married to Elise . So Sean is the partner of [MASK] .",Tracy
"Alice is married to Audrey , and Fraser is married to Taylor . So Audrey is the partner of [MASK] .",Alice
"Natalie is married to Kimberly , and Ashley is married to Michelle . So Kimberly is the partner of [MASK] .",Natalie
"Owen is married to Ruby , and Evan is married to Charlie . So Ruby is the partner of [MASK] .",Owen
"Victoria is married to Jordan , and Kris is married to Kyle . So Jordan is the partner of [MASK] .",Victoria
"Willow is married to Michelle , and Oliver is married to Lilly . So Michelle is the partner of [MASK] .",Willow
"Donna is married to Lee , and Deborah is married to Willow . So Lee is the partner of [MASK] .",Donna
"Abby is married to Lisa , and John is married to Shannon . So Lisa is the partner of [MASK] .",Abby
"Oliver is married to Eve , and Shaun is married to Ellis . So Eve is the partner of [MASK] .",Oliver
"Adrian is married to John , and Jessica is married to Stacy . So John is the partner of [MASK] .",Adrian
"Taylor is married to Ronald , and Garry is married to Nicholas . So Ronald is the partner of [MASK] .",Taylor
"Gavin is married to Sean , and Christopher is married to Wayne . So Sean is the partner of [MASK] .",Gavin
"Grayson is married to Gavin , and Brooke is married to Philip . So Gavin is the partner of [MASK] .",Grayson
"Hope is married to Bryan , and Amanda is married to Peter . So Bryan is the partner of [MASK] .",Hope
"Natasha is married to Marcus , and Garry is married to Tracy . So Marcus is the partner of [MASK] .",Natasha
"Lilly is married to Florence , and Frank is married to Nova . So Florence is the partner of [MASK] .",Lilly
"Brian is married to George , and Ellen is married to Gareth . So George is the partner of [MASK] .",Brian
"Taylor is married to Deborah , and Nicholas is married to Gary . So Deborah is the partner of [MASK] .",Taylor
"Clare is married to Connor , and Frances is married to Ryan . So Connor is the partner of [MASK] .",Clare
"Caleb is married to Joe , and Leigh is married to Archie . So Joe is the partner of [MASK] .",Caleb
"Teddy is married to Ellen , and Barbara is married to Ruby . So Ellen is the partner of [MASK] .",Teddy
"Kara is married to Elaine , and Robbie is married to Eric . So Elaine is the partner of [MASK] .",Kara
"Robin is married to Charlotte , and Deborah is married to Indie . So Charlotte is the partner of [MASK] .",Robin
"Marion is married to Jackson , and Louis is married to Piper . So Jackson is the partner of [MASK] .",Marion
"Sarah is married to Wayne , and Mia is married to Stewart . So Wayne is the partner of [MASK] .",Sarah
"Kelly is married to Harry , and Adam is married to Hazel . So Harry is the partner of [MASK] .",Kelly
"Lucas is married to Bonnie , and Cheryl is married to Carly . So Bonnie is the partner of [MASK] .",Lucas
"Frank is married to Amber , and Indie is married to Josh . So Amber is the partner of [MASK] .",Frank
"Campbell is married to Susan , and Theo is married to Mia . So Susan is the partner of [MASK] .",Campbell
"Scott is married to Aaron , and Raymond is married to Lewis . So Aaron is the partner of [MASK] .",Scott
"Cooper is married to Heather , and Lee is married to Scott . So Heather is the partner of [MASK] .",Cooper
