sentence,answer
"his name is Daniel , her name is Samantha , my name is Muhammad and your name is Shannon . So his name is [MASK] .",Daniel
"his name is Edward , her name is Marie , my name is Rachael and your name is Judith . So his name is [MASK] .",Edward
"his name is Matthew , her name is Kerry , my name is Chloe and your name is Malcolm . So his name is [MASK] .",Matthew
"his name is Donald , her name is Ann , my name is Ivy and your name is Samuel . So his name is [MASK] .",Donald
"his name is Fraser , her name is Hazel , my name is Hallie and your name is Quinn . So his name is [MASK] .",Fraser
"his name is Garry , her name is Christine , my name is Autumn and your name is Lillie . So his name is [MASK] .",Garry
"his name is Malcolm , her name is Gail , my name is Archie and your name is David . So his name is [MASK] .",Malcolm
"his name is Charles , her name is Andrea , my name is Lesley and your name is Pauline . So his name is [MASK] .",Charles
"his name is Duncan , her name is Clare , my name is Norman and your name is Caleb . So his name is [MASK] .",Duncan
"his name is Raymond , her name is Shona , my name is Lee and your name is Louie . So his name is [MASK] .",Raymond
"his name is Philip , her name is Kathleen , my name is Lee and your name is Audrey . So his name is [MASK] .",Philip
"his name is Ronald , her name is Paula , my name is Linda and your name is Leon . So his name is [MASK] .",Ronald
"his name is Ryan , her name is Denise , my name is Lilly and your name is Samuel . So his name is [MASK] .",Ryan
"his name is Francis , her name is Melanie , my name is Lee and your name is Tracey . So his name is [MASK] .",Francis
"his name is Bruce , her name is Patricia , my name is Ailsa and your name is Daisy . So his name is [MASK] .",Bruce
"his name is Patrick , her name is Audrey , my name is Ariana and your name is Kylie . So his name is [MASK] .",Patrick
"his name is Bryan , her name is Jill , my name is Maya and your name is Kate . So his name is [MASK] .",Bryan
"his name is Marc , her name is Lee , my name is Ellie and your name is Harris . So his name is [MASK] .",Marc
"his name is Jamie , her name is Leigh , my name is Struan and your name is Rosa . So his name is [MASK] .",Jamie
"his name is Hugh , her name is Catriona , my name is Duncan and your name is Hugh . So his name is [MASK] .",Hugh
"his name is Gerard , her name is Morag , my name is Roy and your name is Kyle . So his name is [MASK] .",Gerard
"his name is Sean , her name is Kirsten , my name is Valerie and your name is Deborah . So his name is [MASK] .",Sean
"his name is Wayne , her name is Kirsteen , my name is Lewis and your name is Barrie . So his name is [MASK] .",Wayne
"his name is Adam , her name is Katrina , my name is Chloe and your name is Elise . So his name is [MASK] .",Adam
"his name is Robin , her name is Cheryl , my name is Harris and your name is Ruby . So his name is [MASK] .",Robin
"his name is Angus , her name is Maureen , my name is Kathryn and your name is Evelyn . So his name is [MASK] .",Angus
"his name is Russell , her name is Janet , my name is Arlene and your name is Darcy . So his name is [MASK] .",Russell
"his name is Cameron , her name is Aileen , my name is Keith and your name is Lilly . So his name is [MASK] .",Cameron
"his name is Norman , her name is Zoe , my name is Samuel and your name is Mark . So his name is [MASK] .",Norman
"his name is Murray , her name is Lindsay , my name is Tyler and your name is Cooper . So his name is [MASK] .",Murray
"his name is Gareth , her name is Stephanie , my name is Daniel and your name is Kaiden . So his name is [MASK] .",Gareth
"his name is Dean , her name is Judith , my name is Ewan and your name is Eilidh . So his name is [MASK] .",Dean
"his name is Eric , her name is Mandy , my name is Kenzie and your name is Morgan . So his name is [MASK] .",Eric
"his name is Adrian , her name is Jillian , my name is Hayden and your name is Elsie . So his name is [MASK] .",Adrian
"his name is Samuel , her name is Barbara , my name is Poppy and your name is Bailey . So his name is [MASK] .",Samuel
"his name is Gerald , her name is Carolyn , my name is Jax and your name is Ruby . So his name is [MASK] .",Gerald
"his name is Henry , her name is Gayle , my name is Mohammed and your name is Adam . So his name is [MASK] .",Henry
"his name is Justin , her name is Maria , my name is Bella and your name is Aaron . So his name is [MASK] .",Justin
"his name is Benjamin , her name is Valerie , my name is Jordan and your name is Samantha . So his name is [MASK] .",Benjamin
"his name is Shaun , her name is Christina , my name is Piper and your name is Rhiannon . So his name is [MASK] .",Shaun
"his name is Campbell , her name is Kelly , my name is Eden and your name is Leigh . So his name is [MASK] .",Campbell
"his name is Frank , her name is Allison , my name is Kayleigh and your name is Leon . So his name is [MASK] .",Frank
"his name is Roy , her name is Kim , my name is Lottie and your name is Jackson . So his name is [MASK] .",Roy
"his name is Timothy , her name is Anna , my name is Charlene and your name is Aaron . So his name is [MASK] .",Timothy
"his name is Greg , her name is Rebecca , my name is Shay and your name is Aiden . So his name is [MASK] .",Greg
"his name is Liam , her name is Katherine , my name is Brian and your name is Miley . So his name is [MASK] .",Liam
"his name is Rory , her name is Natalie , my name is Piper and your name is Amelie . So his name is [MASK] .",Rory
"his name is Wesley , her name is Ashley , my name is Molly and your name is Mia . So his name is [MASK] .",Wesley
"his name is Kris , her name is Vicky , my name is Samuel and your name is Laura . So his name is [MASK] .",Kris
"his name is Lewis , her name is Stacey , my name is Alicia and your name is Linda . So his name is [MASK] .",Lewis
"his name is Jon , her name is Amy , my name is Kyle and your name is Callan . So his name is [MASK] .",Jon
"his name is Aaron , her name is Carrie , my name is Daisy and your name is Daniel . So his name is [MASK] .",Aaron
"his name is Blair , her name is Lyndsey , my name is Stewart and your name is Eva . So his name is [MASK] .",Blair
"his name is Dale , her name is Lindsey , my name is Ivy and your name is Eva . So his name is [MASK] .",Dale
"his name is Jordan , her name is Sara , my name is Joe and your name is Craig . So his name is [MASK] .",Jordan
"his name is Mohammed , her name is Lyndsay , my name is Remi and your name is Caleb . So his name is [MASK] .",Mohammed
"his name is Ben , her name is Charlene , my name is Allan and your name is Allison . So his name is [MASK] .",Ben
"his name is Kyle , her name is Shelley , my name is Rhys and your name is Neve . So his name is [MASK] .",Kyle
"his name is Jack , her name is Lauren , my name is Grant and your name is Wendy . So his name is [MASK] .",Jack
"his name is Luke , her name is Kimberley , my name is Mohammed and your name is Oliver . So his name is [MASK] .",Luke
"his name is Sam , her name is Danielle , my name is Judith and your name is Innes . So his name is [MASK] .",Sam
"his name is Joshua , her name is Natasha , my name is Kayla and your name is Mia . So his name is [MASK] .",Joshua
"his name is Nathan , her name is Eilidh , my name is Sharon and your name is Stephen . So his name is [MASK] .",Nathan
"his name is Daryl , her name is Hayley , my name is Barrie and your name is Lois . So his name is [MASK] .",Daryl
"his name is Robbie , her name is Melissa , my name is Carter and your name is Nicole . So his name is [MASK] .",Robbie
"his name is Connor , her name is Alana , my name is Ruaridh and your name is Theo . So his name is [MASK] .",Connor
"his name is Conor , her name is Adele , my name is Arthur and your name is Jude . So his name is [MASK] .",Conor
"his name is Owen , her name is Siobhan , my name is Jax and your name is Rachael . So his name is [MASK] .",Owen
"his name is Dylan , her name is Jenna , my name is Sandra and your name is Alisha . So his name is [MASK] .",Dylan
"his name is Josh , her name is Nicole , my name is Neve and your name is Madison . So his name is [MASK] .",Josh
"his name is Jake , her name is Rachael , my name is Kayleigh and your name is Eva . So his name is [MASK] .",Jake
"his name is Harry , her name is Jade , my name is Robyn and your name is Lara . So his name is [MASK] .",Harry
"his name is Bradley , her name is Kayleigh , my name is Teddy and your name is Gracie . So his name is [MASK] .",Bradley
"his name is Brandon , her name is Jemma , my name is Tommy and your name is Neil . So his name is [MASK] .",Brandon
"his name is Taylor , her name is Charlotte , my name is Scott and your name is Summer . So his name is [MASK] .",Taylor
"his name is Jay , her name is Emily , my name is Iona and your name is Craig . So his name is [MASK] .",Jay
"his name is Calvin , her name is Kylie , my name is Audrey and your name is Jillian . So his name is [MASK] .",Calvin
"his name is Joe , her name is Linzi , my name is Norman and your name is Molly . So his name is [MASK] .",Joe
"his name is Dominic , her name is Carly , my name is Luca and your name is Isla . So his name is [MASK] .",Dominic
"his name is Ethan , her name is Robyn , my name is Robbie and your name is Callum . So his name is [MASK] .",Ethan
"his name is Charlie , her name is Michaela , my name is Ann and your name is Abigail . So his name is [MASK] .",Charlie
"his name is Jacob , her name is Sophie , my name is Lauren and your name is Leo . So his name is [MASK] .",Jacob
"his name is Max , her name is Jessica , my name is Nikki and your name is Natasha . So his name is [MASK] .",Max
"his name is Morgan , her name is Sinead , my name is Lois and your name is Maeve . So his name is [MASK] .",Morgan
"his name is Logan , her name is Caitlin , my name is Autumn and your name is Arabella . So his name is [MASK] .",Logan
"his name is Louis , her name is Kerri , my name is Kerri and your name is Olivia . So his name is [MASK] .",Louis
"his name is Marcus , her name is Alexandra , my name is Ava and your name is Chantelle . So his name is [MASK] .",Marcus
"his name is Mitchell , her name is Aimee , my name is Morag and your name is Gary . So his name is [MASK] .",Mitchell
"his name is Oliver , her name is Kirstie , my name is Corey and your name is Daniel . So his name is [MASK] .",Oliver
"his name is Leon , her name is Naomi , my name is Aileen and your name is Kirsten . So his name is [MASK] .",Leon
"his name is Tyler , her name is Cara , my name is Arabella and your name is Rachael . So his name is [MASK] .",Tyler
"his name is Kai , her name is Demi , my name is Kieran and your name is Joanna . So his name is [MASK] .",Kai
"his name is Lucas , her name is Jordan , my name is Reuben and your name is Carly . So his name is [MASK] .",Lucas
"his name is Evan , her name is Alice , my name is Jamie and your name is Aila . So his name is [MASK] .",Evan
"his name is Alex , her name is Rebekah , my name is Duncan and your name is Iona . So his name is [MASK] .",Alex
"his name is Finn , her name is Hollie , my name is Willow and your name is Harry . So his name is [MASK] .",Finn
"his name is Leo , her name is Amber , my name is Lois and your name is Jennifer . So his name is [MASK] .",Leo
"his name is Archie , her name is Bethany , my name is Esme and your name is Lindsey . So his name is [MASK] .",Archie
"his name is Harris , her name is Toni , my name is Clara and your name is Ailsa . So his name is [MASK] .",Harris
"his name is Cole , her name is Taylor , my name is Katherine and your name is Quinn . So his name is [MASK] .",Cole
"his name is Noah , her name is Chantelle , my name is Lee and your name is Jennifer . So his name is [MASK] .",Noah
"his name is Harvey , her name is Paige , my name is Gavin and your name is Molly . So his name is [MASK] .",Harvey
"his name is Corey , her name is Courtney , my name is Maeve and your name is Danielle . So his name is [MASK] .",Corey
"his name is Bailey , her name is Morgan , my name is Timothy and your name is Harris . So his name is [MASK] .",Bailey
"his name is Hayden , her name is Georgia , my name is Alex and your name is Louis . So his name is [MASK] .",Hayden
"his name is Caleb , her name is Ellen , my name is Angela and your name is Joe . So his name is [MASK] .",Caleb
"his name is Mason , her name is Isla , my name is Niamh and your name is Shelley . So his name is [MASK] .",Mason
"his name is Harrison , her name is Ellie , my name is Emily and your name is Lynn . So his name is [MASK] .",Harrison
"his name is Riley , her name is Niamh , my name is Innes and your name is Wendy . So his name is [MASK] .",Riley
"his name is Muhammad , her name is Rhiannon , my name is Hunter and your name is Lewis . So his name is [MASK] .",Muhammad
"his name is Oscar , her name is Caitlyn , my name is Derek and your name is Summer . So his name is [MASK] .",Oscar
"his name is Isaac , her name is Carla , my name is Naomi and your name is Lorna . So his name is [MASK] .",Isaac
"his name is Cody , her name is Ciara , my name is Taylor and your name is Julia . So his name is [MASK] .",Cody
"his name is Jude , her name is Meghan , my name is Lynne and your name is Blair . So his name is [MASK] .",Jude
"his name is Cooper , her name is Kaitlyn , my name is Alexis and your name is Niall . So his name is [MASK] .",Cooper
"his name is Jackson , her name is Lauryn , my name is Layla and your name is Linzi . So his name is [MASK] .",Jackson
"his name is Zac , her name is Brooke , my name is Margaret and your name is Muhammad . So his name is [MASK] .",Zac
"his name is Blake , her name is Ailsa , my name is Alastair and your name is Abby . So his name is [MASK] .",Blake
"his name is Shay , her name is Jasmine , my name is Wesley and your name is Catherine . So his name is [MASK] .",Shay
"his name is Theo , her name is Skye , my name is Bradley and your name is Sophia . So his name is [MASK] .",Theo
"his name is Freddie , her name is Kiera , my name is Graham and your name is Greig . So his name is [MASK] .",Freddie
"his name is Carson , her name is Eva , my name is Lexi and your name is Keiran . So his name is [MASK] .",Carson
"his name is Elliot , her name is Rosie , my name is Carter and your name is Mark . So his name is [MASK] .",Elliot
"his name is Sonny , her name is Zara , my name is Kenneth and your name is Kiera . So his name is [MASK] .",Sonny
"his name is Carter , her name is Kayla , my name is Arabella and your name is Matilda . So his name is [MASK] .",Carter
"his name is Arthur , her name is Alex , my name is Kirstie and your name is Kim . So his name is [MASK] .",Arthur
"his name is Hunter , her name is Charlie , my name is Hamish and your name is Eric . So his name is [MASK] .",Hunter
"his name is Grayson , her name is Millie , my name is Amelie and your name is Charlene . So his name is [MASK] .",Grayson
"his name is Elijah , her name is Lily , my name is Hamish and your name is Teddy . So his name is [MASK] .",Elijah
"his name is Tommy , her name is Orla , my name is Jason and your name is Kirsty . So his name is [MASK] .",Tommy
"his name is Frankie , her name is Ava , my name is Carrie and your name is Phoebe . So his name is [MASK] .",Frankie
"his name is Gabriel , her name is Elise , my name is Bruce and your name is Piper . So his name is [MASK] .",Gabriel
"his name is Louie , her name is Keira , my name is Rebecca and your name is Millie . So his name is [MASK] .",Louie
"his name is Theodore , her name is Neve , my name is Calum and your name is Ivy . So his name is [MASK] .",Theodore
"his name is Ellis , her name is Madison , my name is Ciara and your name is Lucas . So his name is [MASK] .",Ellis
"his name is Roman , her name is Abi , my name is Adrian and your name is Linzi . So his name is [MASK] .",Roman
"his name is Joey , her name is Abbi , my name is Alexis and your name is Colin . So his name is [MASK] .",Joey
"his name is Teddy , her name is Ruby , my name is Zak and your name is Rebekah . So his name is [MASK] .",Teddy
