sentence,answer
"Hayden is the son of Sara , Alexandra is the daughter of Ruth , Wendy is the daughter of Ann , and Noah is the son of Bailey , So Sara is the parent of [MASK] .",Hayden
"Edward is the son of Tyler , Shaun is the son of Lily , Piper is the daughter of Kim , and Frances is the daughter of Nathan , So Tyler is the parent of [MASK] .",Edward
"Naomi is the daughter of Willow , Jane is the daughter of Luna , Jason is the son of Barry , and Autumn is the daughter of Samantha , So Willow is the parent of [MASK] .",Naomi
"Maya is the daughter of Alexis , Carly is the daughter of Norman , Mark is the son of Sara , and Hugh is the son of Sarah , So Alexis is the parent of [MASK] .",Maya
"Louie is the son of Stewart , Wayne is the son of Sonny , Gerald is the son of Eden , and Kenneth is the son of Melissa , So Stewart is the parent of [MASK] .",Louie
"Campbell is the son of Nicola , Katie is the daughter of Bryan , Ashley is the daughter of Craig , and Cooper is the son of Valerie , So Nicola is the parent of [MASK] .",Campbell
"Roy is the son of Kathryn , Morgan is the son of Leah , Gareth is the son of Ian , and Jenna is the daughter of Gerard , So Kathryn is the parent of [MASK] .",Roy
"Lara is the daughter of Jordan , Victoria is the daughter of Clara , Raymond is the son of Alice , and Stuart is the son of Ian , So Jordan is the parent of [MASK] .",Lara
"Fraser is the son of Robbie , Karen is the daughter of Shirley , Kerry is the daughter of Taylor , and Jude is the son of Quinn , So Robbie is the parent of [MASK] .",Fraser
"Caroline is the daughter of Melissa , Caleb is the son of Scarlett , Adrian is the son of Alex , and Susan is the daughter of Frances , So Melissa is the parent of [MASK] .",Caroline
"Donna is the daughter of Calvin , Louise is the daughter of Jane , Jason is the son of Amy , and Paula is the daughter of Heidi , So Calvin is the parent of [MASK] .",Donna
"Derek is the son of Andrea , Kerry is the daughter of John , Ashley is the daughter of Jordan , and Harris is the son of Gerald , So Andrea is the parent of [MASK] .",Derek
"Duncan is the son of Donna , Robbie is the son of Campbell , Marcus is the son of Louis , and Isaac is the son of Edward , So Donna is the parent of [MASK] .",Duncan
"Ashley is the daughter of Alice , Angela is the daughter of Barry , Lucas is the son of Bonnie , and Samantha is the daughter of Kevin , So Alice is the parent of [MASK] .",Ashley
"Daniel is the son of Derek , Evan is the son of Hannah , Ada is the daughter of Shannon , and Helen is the daughter of Clara , So Derek is the parent of [MASK] .",Daniel
"Ethan is the son of Douglas , Cody is the son of Eric , Lauren is the daughter of Daisy , and Carrie is the daughter of Samuel , So Douglas is the parent of [MASK] .",Ethan
"Alexander is the son of Charlie , Stacy is the daughter of Sonny , Kris is the son of Alexandra , and Kyle is the son of Ellie , So Charlie is the parent of [MASK] .",Alexander
"Martin is the son of Jack , Scarlett is the daughter of Harley , Violet is the daughter of Sandra , and Duncan is the son of Ellis , So Jack is the parent of [MASK] .",Martin
"Elizabeth is the daughter of Nathan , James is the son of Rebecca , Janet is the daughter of Jacob , and Roy is the son of Cole , So Nathan is the parent of [MASK] .",Elizabeth
"Craig is the son of Alex , Sophia is the daughter of Francis , Derek is the son of Harley , and Cole is the son of John , So Alex is the parent of [MASK] .",Craig
"Frank is the son of Noah , Megan is the daughter of Ian , Adrian is the son of Ashley , and Louie is the son of Charlie , So Noah is the parent of [MASK] .",Frank
"Casey is the daughter of Lee , Edward is the son of Cheryl , Oliver is the son of Gordon , and Amy is the daughter of Donna , So Lee is the parent of [MASK] .",Casey
"Hope is the daughter of Summer , Julie is the daughter of Naomi , Ronald is the son of Jude , and Daryl is the son of Justin , So Summer is the parent of [MASK] .",Hope
"Harris is the son of Beth , Quinn is the daughter of Casey , Nina is the daughter of Taylor , and Lisa is the daughter of Richard , So Beth is the parent of [MASK] .",Harris
"Kai is the son of Peter , Sam is the son of Ellen , Liam is the son of Casey , and Patrick is the son of Elaine , So Peter is the parent of [MASK] .",Kai
"Jude is the son of Hazel , Margaret is the daughter of Ellie , Kevin is the son of Josh , and Donna is the daughter of Thomas , So Hazel is the parent of [MASK] .",Jude
"Jack is the son of Theo , Daryl is the son of Leo , Madison is the daughter of Cooper , and Charlie is the son of Allan , So Theo is the parent of [MASK] .",Jack
"Carter is the son of Chloe , Anne is the daughter of Corey , Gerard is the son of Hanna , and Jacob is the son of Barry , So Chloe is the parent of [MASK] .",Carter
"Philip is the son of Rory , Kara is the daughter of Kevin , Morgan is the son of Max , and James is the son of Colin , So Rory is the parent of [MASK] .",Philip
"Lee is the son of Alan , Harvey is the son of Owen , Nathan is the son of Jennifer , and Janet is the daughter of Steven , So Alan is the parent of [MASK] .",Lee
"Robin is the son of Bonnie , Jamie is the son of Harper , Amelia is the daughter of Dylan , and Lucy is the daughter of Paul , So Bonnie is the parent of [MASK] .",Robin
"Ada is the daughter of Piper , Francis is the son of Paige , Rachel is the daughter of Hugh , and Nicole is the daughter of Alice , So Piper is the parent of [MASK] .",Ada
"Kathleen is the daughter of Barbara , Lee is the son of Cooper , Isaac is the son of Ethan , and Russell is the son of Madison , So Barbara is the parent of [MASK] .",Kathleen
"Philip is the son of Jordan , Ross is the son of Alexander , Theo is the son of Joshua , and Cody is the son of Joe , So Jordan is the parent of [MASK] .",Philip
"Corey is the son of Fiona , Paige is the daughter of Ann , Peter is the son of Chelsea , and Hayden is the son of Carrie , So Fiona is the parent of [MASK] .",Corey
"Alicia is the daughter of Dylan , Roy is the son of Jamie , Liam is the son of Sara , and Abby is the daughter of Murray , So Dylan is the parent of [MASK] .",Alicia
"Jay is the son of Lindsay , Violet is the daughter of Shay , Sam is the son of Cheryl , and Russell is the son of Jackson , So Lindsay is the parent of [MASK] .",Jay
"Rachel is the daughter of Theo , Hayden is the son of Barbara , Sandra is the daughter of Peter , and Stephanie is the daughter of Shelley , So Theo is the parent of [MASK] .",Rachel
"Stuart is the son of Ellen , Stephen is the son of Debbie , Dean is the son of Holly , and Charles is the son of Carolyn , So Ellen is the parent of [MASK] .",Stuart
"Scott is the son of Mason , Cheryl is the daughter of Lee , Leon is the son of Leigh , and Hayden is the son of Stewart , So Mason is the parent of [MASK] .",Scott
"Kai is the son of Eva , Dawn is the daughter of Judith , Philip is the son of Ian , and Valerie is the daughter of Lucas , So Eva is the parent of [MASK] .",Kai
"Shay is the son of Katherine , Jade is the daughter of Brooke , Joey is the son of Raymond , and Rory is the son of Max , So Katherine is the parent of [MASK] .",Shay
"Andrea is the daughter of Scarlett , Ellis is the son of Rebecca , Hunter is the son of Jill , and Donald is the son of Lucas , So Scarlett is the parent of [MASK] .",Andrea
"Barry is the son of Beth , Noah is the son of Ben , Cameron is the son of Hugh , and Nicholas is the son of Willow , So Beth is the parent of [MASK] .",Barry
"Luna is the daughter of Anne , Riley is the son of Carol , Beth is the daughter of Arthur , and Shaun is the son of Kara , So Anne is the parent of [MASK] .",Luna
"Dawn is the daughter of Scott , Carrie is the daughter of Deborah , Gavin is the son of Elijah , and Amy is the daughter of Brian , So Scott is the parent of [MASK] .",Dawn
"Gerard is the son of Holly , Quinn is the daughter of Summer , Nathan is the son of Laura , and Kai is the son of Craig , So Holly is the parent of [MASK] .",Gerard
"Summer is the daughter of Anthony , Stacy is the daughter of Ashley , Suzanne is the daughter of Henry , and Jade is the daughter of Calvin , So Anthony is the parent of [MASK] .",Summer
"Blair is the son of Darren , Eva is the daughter of Casey , Jude is the son of Daniel , and Cody is the son of Joshua , So Darren is the parent of [MASK] .",Blair
"James is the son of Mia , Theodore is the son of Taylor , Kate is the daughter of Alexander , and Christina is the daughter of Paul , So Mia is the parent of [MASK] .",James
"Kara is the daughter of Evan , Judith is the daughter of Jonathan , Rosa is the daughter of Rachel , and Joey is the son of Molly , So Evan is the parent of [MASK] .",Kara
"Grayson is the son of George , Lilly is the daughter of Indie , Grant is the son of Craig , and Elaine is the daughter of Georgia , So George is the parent of [MASK] .",Grayson
"Elijah is the son of Jessica , Audrey is the daughter of Wayne , Florence is the daughter of Katie , and Noah is the son of Oscar , So Jessica is the parent of [MASK] .",Elijah
"Erin is the daughter of Grace , Louis is the son of Gerard , Julia is the daughter of Linda , and Lily is the daughter of Kim , So Grace is the parent of [MASK] .",Erin
"Campbell is the son of Eve , Mark is the son of Daniel , Anna is the daughter of Theo , and Blake is the son of Zac , So Eve is the parent of [MASK] .",Campbell
"Lena is the daughter of Hugh , Grace is the daughter of Mitchell , Jordan is the son of Kathleen , and Cooper is the son of Sophia , So Hugh is the parent of [MASK] .",Lena
"Elijah is the son of Summer , Bruce is the son of Eleanor , Scarlett is the daughter of Kai , and Lee is the son of Roman , So Summer is the parent of [MASK] .",Elijah
"Alexis is the daughter of Maria , Joshua is the son of Dylan , Grayson is the son of Ada , and Douglas is the son of Colin , So Maria is the parent of [MASK] .",Alexis
"Kris is the son of Marion , Leah is the daughter of Dylan , Jordan is the son of Kim , and Angela is the daughter of Lara , So Marion is the parent of [MASK] .",Kris
"Gareth is the son of Kimberly , Justin is the son of Naomi , Bruce is the son of Donna , and Peter is the son of Harvey , So Kimberly is the parent of [MASK] .",Gareth
"Hope is the daughter of Anne , Nikki is the daughter of Helen , Megan is the daughter of Tyler , and Amanda is the daughter of Suzanne , So Anne is the parent of [MASK] .",Hope
"Rachel is the daughter of Quinn , Douglas is the son of Brian , Calvin is the son of Allan , and Carter is the son of Peter , So Quinn is the parent of [MASK] .",Rachel
"Oscar is the son of Cooper , Chloe is the daughter of Wayne , Jenna is the daughter of Kevin , and Shaun is the son of Harper , So Cooper is the parent of [MASK] .",Oscar
"Russell is the son of Muhammad , Autumn is the daughter of Molly , Barry is the son of Rory , and Harry is the son of Naomi , So Muhammad is the parent of [MASK] .",Russell
"Gabriel is the son of Morgan , Kelly is the daughter of Emily , Carter is the son of Daniel , and Harley is the daughter of Catherine , So Morgan is the parent of [MASK] .",Gabriel
"Nicole is the daughter of Ryan , Bailey is the son of Jude , Morgan is the son of Elizabeth , and Lois is the daughter of Gary , So Ryan is the parent of [MASK] .",Nicole
"Lara is the daughter of Patricia , Nicole is the daughter of Catherine , Noah is the son of Amy , and Sophie is the daughter of Dean , So Patricia is the parent of [MASK] .",Lara
"Blake is the son of Dean , Jordan is the son of Nicola , Sara is the daughter of Norman , and Kate is the daughter of Helen , So Dean is the parent of [MASK] .",Blake
"Lindsay is the daughter of Kris , Leah is the daughter of Heather , Ada is the daughter of Ross , and Paige is the daughter of Carter , So Kris is the parent of [MASK] .",Lindsay
"Grayson is the son of Josh , Stephanie is the daughter of Conor , Oscar is the son of Hannah , and Louie is the son of Charlotte , So Josh is the parent of [MASK] .",Grayson
"Logan is the son of Colin , Hope is the daughter of Cheryl , Raymond is the son of Bryan , and Isaac is the son of Freddie , So Colin is the parent of [MASK] .",Logan
"Nina is the daughter of Harley , Ellie is the daughter of Eden , Julia is the daughter of Leah , and Lily is the daughter of Ronald , So Harley is the parent of [MASK] .",Nina
"Alex is the son of Joshua , Nicola is the daughter of Amanda , Carter is the son of Deborah , and Andrew is the son of Taylor , So Joshua is the parent of [MASK] .",Alex
"Lewis is the son of Marie , Cody is the son of Craig , Heidi is the daughter of Barry , and Elliot is the son of Helen , So Marie is the parent of [MASK] .",Lewis
"Jude is the son of Richard , Georgia is the daughter of Harry , Louis is the son of Kenneth , and Robin is the son of Scarlett , So Richard is the parent of [MASK] .",Jude
"Alison is the daughter of Elaine , Julie is the daughter of Carrie , Carol is the daughter of Suzanne , and Jacob is the son of Audrey , So Elaine is the parent of [MASK] .",Alison
"Josh is the son of Patrick , Christine is the daughter of Ellen , Jennifer is the daughter of Piper , and Rebecca is the daughter of Stuart , So Patrick is the parent of [MASK] .",Josh
"Frances is the daughter of Alan , Kim is the daughter of Gordon , Gary is the son of Lee , and Sophia is the daughter of Rebecca , So Alan is the parent of [MASK] .",Frances
"Elizabeth is the daughter of Kara , Lena is the daughter of Taylor , Patricia is the daughter of Sam , and Riley is the son of Amber , So Kara is the parent of [MASK] .",Elizabeth
"Amber is the daughter of Jenna , Ethan is the son of Valerie , Christine is the daughter of Lucas , and Samuel is the son of Gerald , So Jenna is the parent of [MASK] .",Amber
"Angus is the son of Olivia , Ronald is the son of Jennifer , Kai is the son of Neil , and Kara is the daughter of Harrison , So Olivia is the parent of [MASK] .",Angus
"Jude is the son of Amy , Caleb is the son of Peter , Ann is the daughter of Carly , and Cameron is the son of Lauren , So Amy is the parent of [MASK] .",Jude
"Leo is the son of Naomi , Kenneth is the son of Ruby , Cheryl is the daughter of Jordan , and Hanna is the daughter of Scott , So Naomi is the parent of [MASK] .",Leo
"Francis is the son of Shelley , Catherine is the daughter of Cheryl , Sharon is the daughter of Muhammad , and Allison is the daughter of Adrian , So Shelley is the parent of [MASK] .",Francis
"Gary is the son of Mitchell , Barry is the son of Joshua , Kathleen is the daughter of Ethan , and Mark is the son of Henry , So Mitchell is the parent of [MASK] .",Gary
"Ellen is the daughter of Dominic , Samantha is the daughter of Eva , Peter is the son of Carson , and Madison is the daughter of Benjamin , So Dominic is the parent of [MASK] .",Ellen
"Jackson is the son of Jennifer , Amelia is the daughter of Nathan , Robbie is the son of Taylor , and Bruce is the son of Janet , So Jennifer is the parent of [MASK] .",Jackson
"Patrick is the son of Maya , Bonnie is the daughter of Elizabeth , Caleb is the son of Charles , and Chelsea is the daughter of Lois , So Maya is the parent of [MASK] .",Patrick
"Rose is the daughter of Eric , Fiona is the daughter of Hope , Pamela is the daughter of Benjamin , and Sarah is the daughter of Daisy , So Eric is the parent of [MASK] .",Rose
"Graham is the son of Oscar , Andrew is the son of Rose , Julie is the daughter of Alexander , and Daryl is the son of Shaun , So Oscar is the parent of [MASK] .",Graham
"Emily is the daughter of Angus , Jessica is the daughter of Christina , Kate is the daughter of Matthew , and Daryl is the son of Taylor , So Angus is the parent of [MASK] .",Emily
"Alexandra is the daughter of Stephanie , Teddy is the son of Heidi , Dawn is the daughter of Leigh , and Samantha is the daughter of James , So Stephanie is the parent of [MASK] .",Alexandra
"Beth is the daughter of Charles , Leo is the son of Kate , Elaine is the daughter of Lee , and Piper is the daughter of Alexis , So Charles is the parent of [MASK] .",Beth
"Marc is the son of Joseph , Henry is the son of Elijah , Neil is the son of Michael , and Mohammed is the son of Eden , So Joseph is the parent of [MASK] .",Marc
"Ryan is the son of Natalie , Fiona is the daughter of Wesley , Aaron is the son of Quinn , and Kerry is the daughter of Thomas , So Natalie is the parent of [MASK] .",Ryan
"Evan is the son of Carolyn , Grayson is the son of Madison , Cameron is the son of Greg , and Barbara is the daughter of Michael , So Carolyn is the parent of [MASK] .",Evan
"Lewis is the son of Frank , Evan is the son of Ian , Gerald is the son of Justin , and Peter is the son of Sam , So Frank is the parent of [MASK] .",Lewis
"Jack is the son of Colin , Bella is the daughter of Linda , Elijah is the son of Courtney , and Gary is the son of Naomi , So Colin is the parent of [MASK] .",Jack
"Carolyn is the daughter of Neil , Beth is the daughter of Lindsay , Ellen is the daughter of Peter , and Louise is the daughter of Kim , So Neil is the parent of [MASK] .",Carolyn
"Shaun is the son of Naomi , Anthony is the son of Kathryn , Henry is the son of Sandra , and Murray is the son of Pamela , So Naomi is the parent of [MASK] .",Shaun
"Melissa is the daughter of Emma , Autumn is the daughter of Holly , Hope is the daughter of Madison , and Mia is the daughter of Connor , So Emma is the parent of [MASK] .",Melissa
"Gordon is the son of Matthew , Molly is the daughter of Sonny , Laura is the daughter of James , and Carly is the daughter of Nicholas , So Matthew is the parent of [MASK] .",Gordon
"Sam is the son of Ashley , Eric is the son of Colin , Wendy is the daughter of Raymond , and Jude is the son of Teddy , So Ashley is the parent of [MASK] .",Sam
"Aaron is the son of Donna , Paige is the daughter of Lucy , Melissa is the daughter of Sara , and Stewart is the son of Harris , So Donna is the parent of [MASK] .",Aaron
"Shannon is the daughter of Zac , Paul is the son of Lindsay , Richard is the son of Taylor , and Debbie is the daughter of Kathryn , So Zac is the parent of [MASK] .",Shannon
"Shay is the son of Mitchell , Mia is the daughter of Paula , Joey is the son of Samuel , and Sandra is the daughter of Ben , So Mitchell is the parent of [MASK] .",Shay
"Sean is the son of Harry , Bryan is the son of William , Bella is the daughter of Teddy , and Grayson is the son of Grace , So Harry is the parent of [MASK] .",Sean
"Andrea is the daughter of Theo , Heidi is the daughter of Maya , Ruth is the daughter of Taylor , and Kerry is the daughter of Gabriel , So Theo is the parent of [MASK] .",Andrea
"Finn is the son of Morgan , Anna is the daughter of Rachel , Paul is the son of Gordon , and Joey is the son of Cameron , So Morgan is the parent of [MASK] .",Finn
"Angela is the daughter of Nicholas , Aurora is the daughter of Elise , Eleanor is the daughter of Kathleen , and Leon is the son of Brooke , So Nicholas is the parent of [MASK] .",Angela
"Naomi is the daughter of Alicia , Bruce is the son of Grace , Leah is the daughter of Martin , and Clare is the daughter of Donald , So Alicia is the parent of [MASK] .",Naomi
"Harry is the son of Nicholas , Robin is the son of Jackson , Donna is the daughter of Bailey , and Alex is the son of Justin , So Nicholas is the parent of [MASK] .",Harry
"Oliver is the son of Kyle , Chloe is the daughter of Lara , Megan is the daughter of Samantha , and Katie is the daughter of Denise , So Kyle is the parent of [MASK] .",Oliver
"Derek is the son of Luke , Gavin is the son of Max , Carson is the son of Katrina , and Christopher is the son of Anthony , So Luke is the parent of [MASK] .",Derek
"Eden is the daughter of Emily , Ellis is the son of Blair , Chelsea is the daughter of Angus , and Florence is the daughter of Natasha , So Emily is the parent of [MASK] .",Eden
"Lara is the daughter of Florence , Debbie is the daughter of Donald , Paula is the daughter of Jake , and Graham is the son of Lisa , So Florence is the parent of [MASK] .",Lara
"Scarlett is the daughter of Lucas , Sara is the daughter of Kevin , Michael is the son of Jenna , and Clare is the daughter of Raymond , So Lucas is the parent of [MASK] .",Scarlett
"Jackson is the son of Calvin , Joe is the son of Katherine , Jade is the daughter of Hope , and Sara is the daughter of Maria , So Calvin is the parent of [MASK] .",Jackson
"Shirley is the daughter of Nicola , Natalie is the daughter of Rose , Jamie is the son of Emma , and Justin is the son of Graham , So Nicola is the parent of [MASK] .",Shirley
"Kevin is the son of Bailey , Dylan is the son of Beth , Nova is the daughter of Lily , and Gavin is the son of Dominic , So Bailey is the parent of [MASK] .",Kevin
"Laura is the daughter of Dawn , Lindsay is the daughter of Ronald , Jake is the son of Eric , and Diane is the daughter of Claire , So Dawn is the parent of [MASK] .",Laura
"Brooke is the daughter of Dominic , Mohammed is the son of Charles , Joshua is the son of Maria , and Gary is the son of Adrian , So Dominic is the parent of [MASK] .",Brooke
"Catherine is the daughter of Donald , Joe is the son of Daniel , Linda is the daughter of Ada , and Shelley is the daughter of Eden , So Donald is the parent of [MASK] .",Catherine
"Graham is the son of Ashley , Marion is the daughter of Anne , Frank is the son of Sara , and Sharon is the daughter of Elijah , So Ashley is the parent of [MASK] .",Graham
"Patrick is the son of Leigh , Marion is the daughter of Derek , Ryan is the son of Robert , and Amanda is the daughter of Darren , So Leigh is the parent of [MASK] .",Patrick
"Christina is the daughter of Nathan , Rose is the daughter of Stacy , Leigh is the daughter of Lauren , and Elaine is the daughter of Denise , So Nathan is the parent of [MASK] .",Christina
"Jamie is the son of Finn , Jordan is the son of Charlie , Muhammad is the son of Allan , and Bella is the daughter of Francis , So Finn is the parent of [MASK] .",Jamie
"Melissa is the daughter of Scarlett , Conor is the son of Edward , Donna is the daughter of Patrick , and Kate is the daughter of Sean , So Scarlett is the parent of [MASK] .",Melissa
"Frank is the son of Julia , Scott is the son of Patricia , Gabriel is the son of Finn , and Bella is the daughter of Ross , So Julia is the parent of [MASK] .",Frank
"Rosa is the daughter of Eden , Hazel is the daughter of Clare , Oscar is the son of Campbell , and Blake is the son of Kara , So Eden is the parent of [MASK] .",Rosa
"Alan is the son of Steven , Nicole is the daughter of Cameron , Nicholas is the son of Caleb , and Campbell is the son of John , So Steven is the parent of [MASK] .",Alan
"Nikki is the daughter of George , Gareth is the son of Carly , William is the son of Theo , and Linda is the daughter of Charlie , So George is the parent of [MASK] .",Nikki
"Robin is the son of Nicole , Muhammad is the son of David , Daniel is the son of Kai , and Rose is the daughter of Jay , So Nicole is the parent of [MASK] .",Robin
"Allison is the daughter of Bruce , Alison is the daughter of Carter , Timothy is the son of John , and Mohammed is the son of Shay , So Bruce is the parent of [MASK] .",Allison
"Andrew is the son of Ruby , Luke is the son of Caroline , Jenna is the daughter of Elizabeth , and Eden is the daughter of Florence , So Ruby is the parent of [MASK] .",Andrew
"Angus is the son of Elliot , Bailey is the son of Shannon , Marcus is the son of Caleb , and Hope is the daughter of Kyle , So Elliot is the parent of [MASK] .",Angus
"Jonathan is the son of Jude , Roman is the son of Jennifer , Hanna is the daughter of Mark , and Indie is the daughter of Dale , So Jude is the parent of [MASK] .",Jonathan
"Calvin is the son of Archie , Courtney is the daughter of Grace , Sharon is the daughter of Jenna , and Audrey is the daughter of Freddie , So Archie is the parent of [MASK] .",Calvin
"Lucy is the daughter of Judith , Garry is the son of Grant , Shaun is the son of Hanna , and Henry is the son of Luna , So Judith is the parent of [MASK] .",Lucy
"Rosa is the daughter of Mia , Archie is the son of Carson , Jennifer is the daughter of Dylan , and Alex is the son of Timothy , So Mia is the parent of [MASK] .",Rosa
"Gabriel is the son of Gordon , Ivy is the daughter of Alicia , Morgan is the son of Pamela , and Grace is the daughter of Leigh , So Gordon is the parent of [MASK] .",Gabriel
